Cluster ID	Gene ID|Swissprot Annotation	PFAM Annotations	NR Annotation	P value	Adjusted P Value	Average Log Fold Change	Percent Positive Cells in Cluster	Percent Positive Cells Outside of Cluster
i_zymogen_gland_cell	t34670aep|VKORL_HUMAN	PF07884	PREDICTED: vitamin K epoxide reductase complex subunit 1-like [Hydra vulgaris]	3.94E-134	1.32E-129	0.408398625	0.604	0.245
i_zymogen_gland_cell	t15630aep	NA	NA	0	0	0.405104714	0.352	0.002
i_zymogen_gland_cell	t19316aep|MEP1B_MOUSE	PF01400;PF01549	PREDICTED: zinc metalloproteinase nas-13-like [Hydra vulgaris]	0	0	0.40321607	0.296	0.016
i_zymogen_gland_cell	t11888aep|S20A2_XENTR	PF01384	PREDICTED: sodium-dependent phosphate transporter 2-like [Hydra vulgaris]	3.13E-202	1.05E-197	0.397286245	0.485	0.122
i_zymogen_gland_cell	t28044aep	NA	NA	0	0	0.393081664	0.364	0.013
i_zymogen_gland_cell	t3275aep	NA	PREDICTED: uncharacterized protein LOC100208299 [Hydra vulgaris]	2.65E-84	8.87E-80	0.383877582	0.568	0.271
i_zymogen_gland_cell	t23018aep	NA	NA	1.23E-284	4.11E-280	0.375011498	0.437	0.074
i_zymogen_gland_cell	t30942aep	NA	PREDICTED: uncharacterized protein LOC108676503 [Hyalella azteca]	0	0	0.369680023	0.28	0.006
i_zymogen_gland_cell	t13546aep|ARF_CANAL	PF00025;PF08477;PF00071;PF09439;PF00503;PF04670	PREDICTED: ADP-ribosylation factor-like [Hydra vulgaris]	0	0	0.366297087	0.338	0.022
i_zymogen_gland_cell	t20203aep|ELL_HUMAN	PF10390;PF07303	PREDICTED: RNA polymerase II elongation factor ELL-like [Hydra vulgaris]	2.09E-72	6.98E-68	0.356052052	0.96	0.835
i_zymogen_gland_cell	t24199aep|ETS3_DROME	PF00178	PREDICTED: ETS domain-containing protein Elk-3-like [Hydra vulgaris]	0	0	0.345641199	0.322	0.007
i_zymogen_gland_cell	t596aep|SPAN_STRPU	PF01400	PREDICTED: protein SpAN-like [Hydra vulgaris]	4.96E-201	1.66E-196	0.342816359	0.282	0.042
i_zymogen_gland_cell	t9709aep	NA	NA	1.14E-210	3.80E-206	0.327611397	0.401	0.08
i_zymogen_gland_cell	t22739aep|SND1_BOVIN	PF00565;PF00567	PREDICTED: staphylococcal nuclease domain-containing protein 1-like [Hydra vulgaris]	2.51E-45	8.38E-41	0.326877149	0.745	0.549
i_zymogen_gland_cell	t5048aep|PDIA1_RABIT	PF00085;PF13848;PF04756;PF13899;PF13098;PF13905;PF00578;PF01216	Protein disulfide-isomerase [Exaiptasia pallida]	1.66E-55	5.53E-51	0.326307034	0.954	0.849
i_zymogen_gland_cell	t4285aep	NA	PREDICTED: uncharacterized protein LOC105846589 [Hydra vulgaris] >gi|828218390|ref|XP_012560951.1| PREDICTED: uncharacterized protein LOC105846589 [Hydra vulgaris] >gi|828218392|ref|XP_012560952.1| PREDICTED: uncharacterized protein LOC105846589 [Hydra vulgaris]	0	0	0.324227203	0.378	0.039
i_zymogen_gland_cell	t1776aep	NA	PREDICTED: uncharacterized protein LOC100215628 [Hydra vulgaris]	7.94E-105	2.65E-100	0.322374785	0.487	0.173
i_zymogen_gland_cell	t1182aep|CFA46_HUMAN	NA	PREDICTED: cilia- and flagella-associated protein 46-like [Hydra vulgaris]	0	0	0.316359125	0.262	0.003
i_zymogen_gland_cell	t4166aep|SERP2_MOUSE	NA	PREDICTED: stress-associated endoplasmic reticulum protein 2-like [Acropora digitifera]	1.52E-59	5.07E-55	0.314722567	0.905	0.732
i_zymogen_gland_cell	t6714aep	NA	NA	0	0	0.309589907	0.628	0.13
i_zymogen_gland_cell	t20467aep|MCFD2_RAT	PF13499;PF13405	PREDICTED: multiple coagulation factor deficiency protein 2 homolog [Hydra vulgaris]	2.56E-114	8.54E-110	0.294888597	0.54	0.203
i_zymogen_gland_cell	t26632aep|NAS4_CAEEL	PF01400	PREDICTED: zinc metalloproteinase nas-4-like [Hydra vulgaris]	2.80E-64	9.34E-60	0.292758757	0.576	0.3
i_zymogen_gland_cell	t15647aep	NA	"PREDICTED: uncharacterized protein MAL8P1.12-like, partial [Hydra vulgaris]"	1.47E-273	4.91E-269	0.287412227	0.298	0.035
i_zymogen_gland_cell	t12180aep	NA	PREDICTED: E3 ubiquitin-protein ligase BRE1-like isoform X1 [Hydra vulgaris]	9.37E-277	3.13E-272	0.285652373	0.358	0.047
i_zymogen_gland_cell	t5068aep|APX1_HYDVD	PF00141	PREDICTED: putative ascorbate peroxidase [Hydra vulgaris] >gi|828221622|ref|XP_012562012.1| PREDICTED: putative ascorbate peroxidase [Hydra vulgaris]	1.65E-123	5.50E-119	0.280563135	0.462	0.139
i_zymogen_gland_cell	t14997aep	PF16043	PREDICTED: uncharacterized protein LOC100206884 [Hydra vulgaris]	8.68E-121	2.90E-116	0.27630875	0.289	0.066
i_zymogen_gland_cell	t8942aep|SVEP1_MOUSE	PF16977;PF00084;PF07645;PF01822	PREDICTED: uncharacterized protein LOC101238011 [Hydra vulgaris]	2.44E-261	8.14E-257	0.264140126	0.284	0.034
i_zymogen_gland_cell	t38106aep	NA	NA	1.03E-246	3.44E-242	0.257602747	0.433	0.076
i_zymogen_gland_cell	t14910aep|MGT5A_HUMAN	PF15024	PREDICTED: uncharacterized protein LOC105846441 [Hydra vulgaris]	3.52E-128	1.18E-123	0.254234495	0.559	0.19
i_zymogen_gland_cell	t7935aep	NA	PREDICTED: uncharacterized protein LOC105846818 [Hydra vulgaris]	6.31E-287	2.11E-282	0.251243109	0.361	0.048
i_stem_cell/progenitor	t12569aep	PF00836	PREDICTED: synaptonemal complex protein 1-like [Hydra vulgaris]	0	0	1.306727752	0.919	0.224
i_stem_cell/progenitor	t12590aep|THYN1_DANRE	PF01878	PREDICTED: thymocyte nuclear protein 1-like [Hydra vulgaris]	0	0	1.277058084	0.995	0.741
i_stem_cell/progenitor	t15944aep|DKC1_MOUSE	PF08068;PF16198;PF01509;PF01472	PREDICTED: H/ACA ribonucleoprotein complex subunit 4-like [Hydra vulgaris]	0	0	1.1599334	0.934	0.62
i_stem_cell/progenitor	t30971aep|NUCL1_ORYSJ	PF00076	PREDICTED: nucleolin 2-like isoform X1 [Hydra vulgaris]	0	0	1.13342368	0.991	0.801
i_stem_cell/progenitor	t12065aep|NOP56_HUMAN	PF01798;PF08156	PREDICTED: nucleolar protein 56 [Hydra vulgaris]	0	0	1.114727332	0.925	0.586
i_stem_cell/progenitor	t33221aep|MP62_LYTPI	PF03066	PREDICTED: nucleoplasmin-like protein ANO39 [Hydra vulgaris]	0	0	1.111845405	0.995	0.845
i_stem_cell/progenitor	t11189aep|YRBE_BACSU	PF01408;PF02894	PREDICTED: uncharacterized protein YMR315W-like [Hydra vulgaris]	0	0	1.094677871	0.837	0.341
i_stem_cell/progenitor	t7299aep|NOP58_HUMAN	PF01798;PF08156	PREDICTED: nucleolar protein 58-like [Hydra vulgaris]	0	0	1.092205958	0.872	0.471
i_stem_cell/progenitor	t28798aep|CH60_CHICK	PF00118	"PREDICTED: 60 kDa heat shock protein, mitochondrial-like [Hydra vulgaris]"	0	0	1.091646392	0.905	0.608
i_stem_cell/progenitor	t2119aep|FBRL_DROER	PF01269	PREDICTED: rRNA 2'-O-methyltransferase fibrillarin-like isoform X1 [Hydra vulgaris]	0	0	1.069776015	0.889	0.505
i_stem_cell/progenitor	t34859aep|SET_MOUSE	PF00956	PREDICTED: protein SET [Hydra vulgaris]	0	0	1.069698658	0.931	0.63
i_stem_cell/progenitor	t7308aep|RSMB_MACEU	PF01423	PREDICTED: small nuclear ribonucleoprotein-associated protein B-like [Hydra vulgaris]	0	0	1.065622363	0.944	0.64
i_stem_cell/progenitor	t3559aep	NA	PREDICTED: uncharacterized protein LOC100202017 [Hydra vulgaris]	0	0	1.052646062	0.758	0.167
i_stem_cell/progenitor	t20663aep|LA_RAT	PF08777;PF05383	PREDICTED: lupus La protein homolog A-like [Hydra vulgaris]	0	0	1.037621697	0.913	0.592
i_stem_cell/progenitor	t10355aep|PCNA_MACFA	PF02747;PF00705	PREDICTED: proliferating cell nuclear antigen-like [Hydra vulgaris]	0	0	0.991864687	0.847	0.374
i_stem_cell/progenitor	t22768aep|CAPR1_HUMAN	NA	PREDICTED: caprin-1-like [Hydra vulgaris]	0	0	0.98847907	0.953	0.711
i_stem_cell/progenitor	t12169aep|NAF1_RAT	PF04410	PREDICTED: protein dopey homolog PFC0245c-like [Hydra vulgaris]	0	0	0.986011097	0.789	0.37
i_stem_cell/progenitor	t7220aep|ZN239_MOUSE	PF13465;PF00096;PF13894;PF12171;PF12874	zinc finger protein 16-like [Hydra vulgaris] >gi|388594896|gb|AFK74883.1| transcription factor ZNF845 [Hydra vulgaris]	0	0	0.976725438	0.69	0.108
i_stem_cell/progenitor	t20655aep|NH2L1_XENTR	PF01248	PREDICTED: NHP2-like protein 1 [Hydra vulgaris]	0	0	0.971487783	0.899	0.603
i_stem_cell/progenitor	t8890aep|SAS10_RAT	PF09368;PF04000	PREDICTED: something about silencing protein 10-like [Hydra vulgaris]	0	0	0.953103245	0.831	0.413
i_stem_cell/progenitor	t1931aep|MBB1A_DANRE	PF04931	"PREDICTED: myb-binding protein 1A-like protein, partial [Hydra vulgaris]"	0	0	0.952367522	0.779	0.346
i_stem_cell/progenitor	t27872aep|ANM1_XENTR	PF13649;PF06325;PF08241;PF13847;PF13489	PREDICTED: protein arginine N-methyltransferase 1-like [Hydra vulgaris]	0	0	0.947782022	0.937	0.666
i_stem_cell/progenitor	t12642aep|FOXL1_MOUSE	PF00250	PREDICTED: forkhead box protein C1-like [Hydra vulgaris]	0	0	0.945868437	0.677	0.082
i_stem_cell/progenitor	t14022aep|DEK_MOUSE	PF08766	PREDICTED: protein DEK-like [Hydra vulgaris]	0	0	0.942660281	0.881	0.424
i_stem_cell/progenitor	t15255aep|RUXG_DROME	PF01423	PREDICTED: probable small nuclear ribonucleoprotein G [Hydra vulgaris]	0	0	0.935619307	0.932	0.665
i_stem_cell/progenitor	t29983aep|H2B1_TIGCA	PF00125	"PREDICTED: histone H2B, gonadal-like [Hydra vulgaris] >gi|828225457|ref|XP_012563328.1| PREDICTED: histone H2B, gonadal-like [Hydra vulgaris]"	2.05E-119	6.84E-115	0.924704916	0.493	0.267
i_stem_cell/progenitor	t12018aep|NHP2_PONAB	PF01248	PREDICTED: H/ACA ribonucleoprotein complex subunit 2-like protein [Hydra vulgaris]	0	0	0.895525207	0.86	0.514
i_stem_cell/progenitor	t36743aep	NA	NA	0	0	0.871625906	0.911	0.569
i_stem_cell/progenitor	t18919aep|SRS12_HUMAN	PF00076	PREDICTED: serine/arginine-rich splicing factor 10-like [Hydra vulgaris]	0	0	0.869511928	0.885	0.578
i_stem_cell/progenitor	t14092aep|PA2G4_RAT	PF00557	PREDICTED: proliferation-associated protein 2G4-like [Hydra vulgaris]	0	0	0.866751481	0.951	0.712
i_stem_cell/progenitor	t20587aep|RUXF_DROME	PF01423	PREDICTED: small nuclear ribonucleoprotein F-like [Hydra vulgaris]	0	0	0.85850364	0.954	0.725
i_stem_cell/progenitor	t15014aep|RUVB2_XENLA	PF06068;PF00004;PF05496	PREDICTED: ruvB-like 2 [Hydra vulgaris]	0	0	0.853127815	0.779	0.402
i_stem_cell/progenitor	t15143aep|ILF2_XENTR	PF07528	PREDICTED: interleukin enhancer-binding factor 2 homolog isoform X1 [Hydra vulgaris]	0	0	0.85149228	0.906	0.619
i_stem_cell/progenitor	t11586aep|RUXE_PIG	PF01423	PREDICTED: small nuclear ribonucleoprotein E-like [Hydra vulgaris]	0	0	0.849371163	0.906	0.621
i_stem_cell/progenitor	t18073aep|GRP75_BOVIN	PF00012;PF06723	"PREDICTED: stress-70 protein, mitochondrial-like [Hydra vulgaris]"	0	0	0.848232543	0.862	0.584
i_stem_cell/progenitor	t14241aep|SMD3_XENLA	PF01423	PREDICTED: small nuclear ribonucleoprotein Sm D3-like [Hydra vulgaris]	0	0	0.847309478	0.888	0.578
i_stem_cell/progenitor	t13338aep|TRA2B_RAT	PF00076	PREDICTED: transformer-2 protein homolog alpha-like isoform X1 [Hydra vulgaris]	0	0	0.839721203	0.957	0.753
i_stem_cell/progenitor	t10345aep|ICLN_MOUSE	PF03517	Methylosome subunit pICln [Exaiptasia pallida]	0	0	0.836879079	0.781	0.382
i_stem_cell/progenitor	t3473aep|CH10_SCHJA	PF00166	"PREDICTED: 10 kDa heat shock protein, mitochondrial-like [Hydra vulgaris]"	0	0	0.825778793	0.946	0.707
i_stem_cell/progenitor	t11297aep	NA	NA	0	0	0.824414474	0.753	0.34
i_stem_cell/progenitor	t3436aep|GNL3_CAEEL	PF08701;PF01926;PF02421	PREDICTED: guanine nucleotide-binding protein-like 3 homolog [Hydra vulgaris]	0	0	0.822696568	0.806	0.449
i_stem_cell/progenitor	t15262aep|DPOE3_PONAB	PF00808;PF00125	PREDICTED: DNA polymerase epsilon subunit 3-like isoform X1 [Hydra vulgaris]	0	0	0.818118788	0.719	0.276
i_stem_cell/progenitor	t16786aep|NOLC1_RAT	PF05022	PREDICTED: nucleolar and coiled-body phosphoprotein 1-like [Hydra vulgaris]	0	0	0.804048463	0.877	0.579
i_stem_cell/progenitor	t5704aep|ROA1_DROME	PF00076;PF16367	PREDICTED: heterogeneous nuclear ribonucleoprotein A2 homolog 2-like [Hydra vulgaris]	0	0	0.800494084	0.905	0.674
i_stem_cell/progenitor	t21520aep|BRX1_MOUSE	PF04427	PREDICTED: ribosome biogenesis protein BRX1 homolog [Hydra vulgaris]	0	0	0.799695685	0.81	0.463
i_stem_cell/progenitor	t18898aep|MCES_MACFA	PF03291;PF13649	PREDICTED: LOW QUALITY PROTEIN: mRNA cap guanine-N7 methyltransferase-like [Hydra vulgaris]	0	0	0.78995844	0.927	0.725
i_stem_cell/progenitor	t26210aep|RAN_BRUMA	PF00071;PF08477;PF00025	PREDICTED: GTP-binding nuclear protein Ran-like [Hydra vulgaris]	0	0	0.787641091	0.954	0.787
i_stem_cell/progenitor	t12045aep|DOHH_DROME	PF13646;PF03130;PF02985	PREDICTED: deoxyhypusine hydroxylase-like [Hydra vulgaris]	0	0	0.786395524	0.705	0.278
i_stem_cell/progenitor	t16966aep|DX39B_RAT	PF00270;PF00271;PF04851	PREDICTED: spliceosome RNA helicase DDX39B-like [Hydra vulgaris]	0	0	0.783073738	0.904	0.654
i_stem_cell/progenitor	t7284aep|IF4H_BOVIN	PF00076	PREDICTED: eukaryotic translation initiation factor 4H-like [Hydra vulgaris]	0	0	0.778208186	0.931	0.704
i_stem_cell/progenitor	t10544aep|CYBP_RAT	PF04969;PF09032	PREDICTED: calcyclin-binding protein-like [Hydra vulgaris]	0	0	0.777808998	0.95	0.728
i_stem_cell/progenitor	t15248aep|ZN207_HUMAN	NA	PREDICTED: BUB3-interacting and GLEBS motif-containing protein ZNF207-like isoform X1 [Hydra vulgaris]	0	0	0.775405279	0.848	0.544
i_stem_cell/progenitor	t9150aep|FUBP2_CHICK	PF00013;PF07650;PF13083	PREDICTED: far upstream element-binding protein 3-like isoform X1 [Hydra vulgaris] >gi|828211047|ref|XP_012558525.1| PREDICTED: far upstream element-binding protein 3-like isoform X1 [Hydra vulgaris]	0	0	0.772219704	0.883	0.603
i_stem_cell/progenitor	t4517aep|PRP19_BOVIN	PF08606;PF00400;PF12894	PREDICTED: pre-mRNA-processing factor 19-like [Hydra vulgaris]	0	0	0.771448433	0.768	0.416
i_stem_cell/progenitor	t1649aep|SF3A1_HUMAN	PF12230;PF01805;PF00240	PREDICTED: splicing factor 3A subunit 1-like [Hydra vulgaris]	0	0	0.771220471	0.829	0.513
i_stem_cell/progenitor	t11584aep|C1QBP_RAT	PF02330	"PREDICTED: complement component 1 Q subcomponent-binding protein, mitochondrial-like [Hydra vulgaris]"	0	0	0.770406999	0.869	0.571
i_stem_cell/progenitor	t19864aep|PRPS2_RAT	PF13793;PF14572;PF00156	PREDICTED: ribose-phosphate pyrophosphokinase 2-like isoform X1 [Hydra vulgaris]	0	0	0.769512845	0.703	0.334
i_stem_cell/progenitor	t14019aep|CAZ_DROME	PF00076;PF00641	PREDICTED: RNA-binding protein cabeza-like [Hydra vulgaris]	0	0	0.768620999	0.868	0.612
i_stem_cell/progenitor	t11661aep|AN32B_XENTR	PF14580;PF12799;PF13516	PREDICTED: acidic leucine-rich nuclear phosphoprotein 32 family member B-like [Hydra vulgaris]	0	0	0.766496379	0.92	0.672
i_stem_cell/progenitor	t25885aep|SRRM2_MOUSE	PF08312	PREDICTED: serine/arginine repetitive matrix protein 2-like [Hydra vulgaris]	0	0	0.766304062	0.931	0.716
i_stem_cell/progenitor	t14050aep|SNRPA_DROME	PF00076;PF13893	PREDICTED: U1 small nuclear ribonucleoprotein A-like [Hydra vulgaris]	0	0	0.765806077	0.862	0.57
i_stem_cell/progenitor	t7380aep|PR40B_MOUSE	PF01846;PF00397	PREDICTED: pre-mRNA-processing factor 40 homolog B-like [Hydra vulgaris]	0	0	0.765049991	0.941	0.753
i_stem_cell/progenitor	t33778aep|LARP1_MOUSE	PF05383	PREDICTED: la-related protein 1B-like [Hydra vulgaris]	0	0	0.762500408	0.847	0.567
i_stem_cell/progenitor	t788aep|H2AY_CHICK	PF01661;PF16211;PF00125	PREDICTED: core histone macro-H2A.1-like [Hydra vulgaris]	0	0	0.762089742	0.97	0.827
i_stem_cell/progenitor	t22744aep|CIRBB_XENLA	PF00076	PREDICTED: glycine-rich RNA-binding protein 1-like [Hydra vulgaris]	0	0	0.756662092	0.993	0.946
i_stem_cell/progenitor	t38077aep|SFR1_HUMAN	PF10376	PREDICTED: swi5-dependent recombination DNA repair protein 1 homolog [Hydra vulgaris]	0	0	0.755597954	0.738	0.33
i_stem_cell/progenitor	t3544aep|RBM8A_SALSA	PF00076	PREDICTED: RNA-binding protein 8A-like [Hydra vulgaris]	0	0	0.755310057	0.875	0.612
i_stem_cell/progenitor	t6410aep|NP1L1_PONAB	PF00956	PREDICTED: nucleosome assembly protein 1-like 1 [Hydra vulgaris]	0	0	0.752415751	0.981	0.845
i_stem_cell/progenitor	t5084aep|WDR43_HUMAN	PF04003;PF12894;PF00400	PREDICTED: WD repeat-containing protein 43-like [Hydra vulgaris]	0	0	0.749462336	0.774	0.434
i_stem_cell/progenitor	t13221aep|ROA2_PONAB	PF00076;PF14703	PREDICTED: heterogeneous nuclear ribonucleoprotein A0-like [Hydra vulgaris] >gi|828213640|ref|XP_012559383.1| PREDICTED: heterogeneous nuclear ribonucleoprotein A0-like [Hydra vulgaris]	0	0	0.748826904	0.928	0.7
i_stem_cell/progenitor	t14090aep|RFA2_PONAB	PF08784	PREDICTED: replication protein A 32 kDa subunit-like [Hydra vulgaris]	0	0	0.745712711	0.729	0.327
i_stem_cell/progenitor	t12636aep|RBM12_MOUSE	PF00076	PREDICTED: uncharacterized protein LOC100200216 [Hydra vulgaris]	0	0	0.744568378	0.906	0.699
i_stem_cell/progenitor	t12457aep|SSRP1_MOUSE	PF03531;PF08512;PF17292;PF00505;PF09011	PREDICTED: FACT complex subunit SSRP1-like [Hydra vulgaris]	0	0	0.742773882	0.768	0.403
i_stem_cell/progenitor	t24324aep	PF09072	NA	0	0	0.735911604	0.842	0.543
i_stem_cell/progenitor	t8787aep|DDX21_HUMAN	PF00270;PF00271;PF08152;PF04851	PREDICTED: nucleolar RNA helicase 2-like [Hydra vulgaris]	0	0	0.735828511	0.744	0.412
i_stem_cell/progenitor	t8241aep|ALS2_PANTR	PF00415;PF13540;PF02493;PF02204	PREDICTED: alsin-like [Hydra vulgaris]	0	0	0.734124112	0.693	0.317
i_stem_cell/progenitor	t8606aep|PARK7_BOVIN	PF01965	PREDICTED: protein deglycase DJ-1-like [Hydra vulgaris]	0	0	0.73155192	0.757	0.416
i_stem_cell/progenitor	t13112aep|PESC_NEMVE	PF06732;PF16589	"PREDICTED: pescadillo homolog, partial [Hydra vulgaris]"	0	0	0.729103211	0.796	0.487
i_stem_cell/progenitor	t15932aep|MYEF2_MOUSE	PF00076	PREDICTED: myelin expression factor 2-like [Hydra vulgaris]	0	0	0.726720542	0.859	0.613
i_stem_cell/progenitor	t15011aep|DUS11_BOVIN	PF00782	PREDICTED: RNA/RNP complex-1-interacting phosphatase-like [Hydra vulgaris]	0	0	0.725906721	0.931	0.729
i_stem_cell/progenitor	t3472aep|DDX18_MOUSE	PF00270;PF00271;PF13959	PREDICTED: ATP-dependent RNA helicase HAS1-like [Hydra vulgaris]	0	0	0.724766919	0.798	0.476
i_stem_cell/progenitor	t38435aep|DHX9_XENLA	PF00271;PF04408;PF00035;PF07717;PF00270	PREDICTED: ATP-dependent RNA helicase A-like [Hydra vulgaris]	0	0	0.721942983	0.78	0.474
i_stem_cell/progenitor	t8331aep|SRSF7_HUMAN	PF00076;PF00098	"PREDICTED: probable splicing factor, arginine/serine-rich 6 [Hydra vulgaris]"	0	0	0.72072307	0.971	0.797
i_stem_cell/progenitor	t19040aep|RANG_HUMAN	PF00638	PREDICTED: ran-specific GTPase-activating protein-like [Hydra vulgaris]	0	0	0.718590844	0.833	0.508
i_stem_cell/progenitor	t7378aep|RBMX_DANRE	PF00076	"PREDICTED: RNA-binding motif protein, X chromosome-like [Hydra vulgaris]"	0	0	0.7166658	0.84	0.578
i_stem_cell/progenitor	t29831aep|PHB_RAT	PF01145	PREDICTED: prohibitin-like [Hydra vulgaris]	0	0	0.715979106	0.833	0.561
i_stem_cell/progenitor	t22735aep|ABCE1_MOUSE	PF00005;PF04068;PF02463;PF13304;PF00037;PF13555	PREDICTED: ATP-binding cassette sub-family E member 1 [Hydra vulgaris]	0	0	0.713003107	0.888	0.681
i_stem_cell/progenitor	t10694aep|WDR3_HUMAN	PF00400;PF04003;PF12894;PF04192;PF16529	PREDICTED: WD repeat-containing protein 3-like [Hydra vulgaris]	0	0	0.712313106	0.666	0.281
i_stem_cell/progenitor	t4043aep|DPY30_MOUSE	PF05186	PREDICTED: protein dpy-30 homolog isoform X1 [Hydra vulgaris]	0	0	0.707473265	0.896	0.667
i_stem_cell/progenitor	t1987aep|XPC_MOUSE	PF10405;PF03835;PF10403;PF10404	"PREDICTED: DNA repair protein complementing XP-C cells homolog, partial [Hydra vulgaris]"	0	0	0.707448504	0.569	0.154
i_stem_cell/progenitor	t11563aep|HP1_DROME	PF01393;PF00385	PREDICTED: chromobox protein homolog 1-like [Hydra vulgaris]	0	0	0.70724096	0.918	0.655
i_stem_cell/progenitor	t13142aep|ZCHC4_XENLA	PF10237	PREDICTED: zinc finger CCHC domain-containing protein 4-like [Hydra vulgaris]	0	0	0.706964567	0.695	0.326
i_stem_cell/progenitor	t22131aep|SMD1_MOUSE	PF01423	PREDICTED: small nuclear ribonucleoprotein Sm D1-like [Hydra vulgaris]	0	0	0.706928655	0.848	0.566
i_stem_cell/progenitor	t12938aep|SRSF6_HUMAN	PF00076;PF13893	PREDICTED: serine/arginine-rich splicing factor 5-like [Hydra vulgaris]	0	0	0.706237295	0.88	0.643
i_stem_cell/progenitor	t4541aep|CSP1_ARATH	PF00098;PF04774;PF13696;PF13917	PREDICTED: circumsporozoite protein-like isoform X1 [Hydra vulgaris]	0	0	0.704985665	0.958	0.815
i_stem_cell/progenitor	t20211aep|RPAB1_PONAB	PF03871;PF01191	"PREDICTED: DNA-directed RNA polymerases I, II, and III subunit RPABC1-like [Hydra vulgaris]"	0	0	0.70431878	0.689	0.327
i_stem_cell/progenitor	t24562aep|DDX21_HUMAN	PF00270;PF00271;PF08152;PF04851	PREDICTED: nucleolar RNA helicase 2-like [Hydra vulgaris]	0	0	0.701155767	0.865	0.597
i_stem_cell/progenitor	t24512aep|U520_MOUSE	PF02889;PF00270;PF04851;PF00271;PF13401	PREDICTED: U5 small nuclear ribonucleoprotein 200 kDa helicase [Hydra vulgaris]	0	0	0.700668119	0.834	0.539
i_stem_cell/progenitor	t1778aep|SMD2_DROME	PF01423	PREDICTED: small nuclear ribonucleoprotein Sm D2-like [Hydra vulgaris]	0	0	0.699464932	0.903	0.663
i_stem_cell/progenitor	t32707aep	NA	NA	0	0	0.699430506	0.79	0.474
i_stem_cell/progenitor	t15166aep|EFTU_YEAST	PF00009;PF03143;PF03144	"PREDICTED: elongation factor Tu, mitochondrial-like [Hydra vulgaris]"	1.22E-306	4.08E-302	0.699337201	0.892	0.683
i_stem_cell/progenitor	t5530aep|SRSF6_RAT	PF00076	PREDICTED: serine/arginine-rich splicing factor 5-like [Hydra vulgaris]	0	0	0.694046387	0.93	0.743
i_stem_cell/progenitor	t13384aep|RPF1_PONAB	PF04427	PREDICTED: ribosome production factor 1-like [Hydra vulgaris]	0	0	0.693184608	0.737	0.391
i_stem_cell/progenitor	t37978aep|HDGF_RAT	PF00855	PREDICTED: hepatoma-derived growth factor-related protein 2-like [Hydra vulgaris]	0	0	0.692901765	0.812	0.441
i_stem_cell/progenitor	t29656aep|ZFR_PONAB	PF07528;PF12874;PF12171	PREDICTED: zinc finger RNA-binding protein-like [Hydra vulgaris]	0	0	0.692365649	0.932	0.747
i_stem_cell/progenitor	t23138aep|GLRX3_XENTR	PF00462;PF00085	PREDICTED: glutaredoxin-3-like [Hydra vulgaris]	0	0	0.691827965	0.627	0.223
i_stem_cell/progenitor	t16303aep|EXOS5_MOUSE	PF01138	PREDICTED: exosome complex component RRP46-like [Hydra vulgaris]	0	0	0.690245833	0.647	0.255
i_stem_cell/progenitor	t16715aep|DCA13_CHICK	PF04158;PF00400;PF08662	"PREDICTED: DDB1- and CUL4-associated factor 13-like, partial [Hydra vulgaris]"	0	0	0.688362638	0.698	0.323
i_stem_cell/progenitor	t22103aep|U2AF4_BOVIN	PF00642	PREDICTED: splicing factor U2AF 26 kDa subunit-like isoform X1 [Hydra vulgaris] >gi|828219302|ref|XP_012561244.1| PREDICTED: splicing factor U2AF 26 kDa subunit-like isoform X2 [Hydra vulgaris]	0	0	0.687275382	0.825	0.53
i_stem_cell/progenitor	t13361aep|RRP1_MOUSE	PF05997	PREDICTED: uncharacterized protein LOC100206113 [Hydra vulgaris]	0	0	0.685053505	0.749	0.412
i_stem_cell/progenitor	t31003aep|THOC5_DANRE	PF09766	PREDICTED: THO complex subunit 5 homolog [Hydra vulgaris]	2.24E-299	7.47E-295	0.684295641	0.796	0.517
i_stem_cell/progenitor	t15508aep|NUDC_CHICK	PF04969;PF14050	PREDICTED: nuclear migration protein nudC-like [Hydra vulgaris]	0	0	0.683680677	0.817	0.524
